AnimalID 1,ET1,ET2,ET3,MRID,Sex,MR22f,MR22w,S22,MR23,S23,MR24,S24,MR25,Notes,,,,,,,,,,,,
4B-23-F11,1257,,,1257,F,,,,,4B,4B,4B,,,,,,,,,,,,,,
4B-23-F12,1258,,,,F,,,,,4B,,,,,,,,,,,,,,,,
4B-23-F13,1259,,,,F,,,,,4B,,,,,,,,,,,,,,,,
4B-23-M1,1074,,,1074,M,,,,4B,,,,,,,,,,,,,,,,,
4B-23-M2,1062,,,1062,M,,,,4B,,,,,,,,,,,,,,,,,
4B-23-M3,1073,,,1073,M,,,,4B,,,,,,,,,,,,,,,,,
4B-23-M4,596,,,596,M,,,,4B,,,,,,,,,,,,,,,,,
4B-23-M5,828,,,828,M,,,,4B,,,,,,,,,,,,,,,,,
4B-23-M6,598,,,598,M,,,,4B,,,,,,,,,,,,,,,,,
4B-23-M7,1064,,,1064,M,,,,4B,,4B,,,,,,,,,,,,,,,
4B-23-M8,599,,,599,M,,,,4B,,,,,,,,,,,,,,,,,
4B-23-M9,508,,,,M,,,,,4B,,,,,,,,,,,,,,,,
4B-23-M10,1256,,,1256,M,,,,,4B,4B,,,,,,,,,,,,,,,
4B-24-F1,1672,,,1672,F,,,,,,4B,,,,,,,,,,,,,,,
4B-24-M1,1668,,,1668,M,,,,,,4B,,,,,,,,,,,,,,,
4B-24-M2,1669,,,1669,M,,,,,,4B,,,,,,,,,,,,,,,
4B-24-M3,1671,,,1671,M,,,,,,4B,4B,,,,,,,,,,,,,,
4B-24-M4,1673,,,1673,M,,,,,,4B,,,,,,,,,,,,,,,
4B-25-F1,663,,,663,F,,,,,,,,4B,,,,,,,,,,,,,
4B-25-F2,664,,,664,F,,,,,,,,4B,,,,,,,,,,,,,
4B-25-F3,666,,,666,F,,,,,,,,4B,,,,,,,,,,,,,
4B-25-M1,4B-Black X,,,4B-Black X,M,,,,,,,,4B,,,,,,,,,,,,,
4B-25-M2,1901,,,1901,M,,,,,,,,4B,,,,,,,,,,,,,
4B-25-M3,1902,,,1902,M,,,,,,,,4B,,,,,,,,,,,,,
4B-25-M4,665,,,665,M,,,,,,,,4B,,,,,,,,,,,,,
4B-25-M5,1923,,,1923,M,,,,,,,,4B,,,,,,,,,,,,,
4C-22-F1,725,,,725,F,,4C,,,,,,,,,,,,,,,,,,,
4C-22-F2,1589,,,1589,F,,4C,,,,,,,,,,,,,,,,,,,
4C-22-F3,738,,,738,F,,4C,,,,,,,,,,,,,,,,,,,
4C-22-F4,740,,,740,F,,4C,,,,,,,,,,,,,,,,,,,
4C-22-M1,724,,,724,M,,4C,,,,,,,,,,,,,,,,,,,
4C-22-M2,744,,,744,M,,4C,,,,,,,,,,,,,,,,,,,
4C-22-M3,742,,,742,M,,4C,,4C,,,,,,,,,,,,,,,,,
4C-22-M4,1599,,,1599,M,,4C,,,,,,,,,,,,,,,,,,,
4C-22-M5,1593,,,1593,M,,4C,,,,,,,,,,,,,,,,,,,
4C-23-F1,1070,,,1070,F,,,,4C,,4C,,,,,,,,,,,,,,,
4C-23-F2,814,,,814,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F3,815,,,815,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F4,816,,,816,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F5,501,,,501,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F6,817,,,817,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F7,502,,,502,F,,,,4C,,4C,,,,,,,,,,,,,,,
4C-23-F8,1072,,,1072C,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F9,503,,,503,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F10,819,,,819,F,,,,4C,,4C,,,,,,,,,,,,,,,
4C-23-F11,504,,,504,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F12,820,,,820,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F13,835,,,835,F,,,,4C,,,,,,,,,,,,,,,,,
4C-23-F14,1255,,,,F,,,,,4C,,,,,,,,,,,,,,,,
4C-23-M1,813,,,813,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M2,1069,,,1069,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M3,818,,,818,M,,,,4C,4C,,,,,,,,,,,,,,,,
4C-23-M4,821,,,821,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M5,822,,,822,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M6,823,,,823,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M7,505,,,505,M,,,,4C,4C,,,,,,,,,,,,,,,,
4C-23-M8,541,,,541,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M9,506,,,506,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M10,542,,,542,M,,,,4C,,,,,,,,,,,,,,,,,
4C-23-M11,518,,,,M,,,,,4C,,,,,,,,,,,,,,,,
4C-24-F1,1233,,,1233,F,,,,,,4C,,,,,,,,,,,,,,,
4C-24-F2,1770,,,1770,F,,,,,,4C,,,,,,,,,,,,,,,
4C-24-F3,1235,,,1235,F,,,,,,4C,,4C,,,,,,,,,,,,,
4C-24-F4,1238,,,1238,F,,,,,,4C,,,,,,,,,,,,,,,
4C-24-F5,1239,,,1239,F,,,,,,4C,,,,,,,,,,,,,,,
4C-24-F6,1670,,,1670,F,,,,,,4C,,,,,,,,,,,,,,,
4C-24-M1,1769,,,1769,M,,,,,,4C,,,,,,,,,,,,,,,
4C-24-M2,1234,,,1234,M,,,,,,4C,,,,,,,,,,,,,,,
4C-24-M3,1236,,,1236,M,,,,,,4C,,,,,,,,,,,,,,,
4C-24-M4,1237,,,1237,M,,,,,,4C,,,,,,,,,,,,,,,
4C-24-M5,1771,,,1771,M,,,,,,4C,,,,,,,,,,,,,,,
4C-24-M6,1639,,,,M,,,,,,,4C,,,,,,,,,,,,,,
4C-24-M7,1648,,,,M,,,,,,,4C,,,,,,,,,,,,,,
4C-25-F1,1922,,,1922,F,,,,,,,,4C,,,,,,,,,,,,,
4C-25-F2,1904,,,1904,F,,,,,,,,4C,,,,,,,,,,,,,
4C-25-U1,4C-25-U1,,,4C-25-U1,U,,,,,,,,4C,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
